race,is_average,occ_key,occupation,y_index,y_label,model,diff,jitter_offset,x,y
Hispanic,False,Primaryschoolteacher,Primary School Teacher,13,Primary School Teacher,Mistral-medium,79.1,0.0,79.1,13.0
Hispanic,False,Electrician,Electrician,14,Electrician,GPT 4.0,0.0,0.0,0.0,14.0
Hispanic,False,Electrician,Electrician,14,Electrician,DeepSeek V3.1,-24.2,0.0,-24.2,14.0
Hispanic,False,Electrician,Electrician,14,Electrician,Gemini 2.5,8.7,0.0,8.7,14.0
Hispanic,False,Electrician,Electrician,14,Electrician,Mistral-medium,13.6,0.0,13.6,14.0
Hispanic,False,Policeofficer,Police Officer,15,Police Officer,GPT 4.0,21.8,0.0,21.8,15.0
Hispanic,False,Policeofficer,Police Officer,15,Police Officer,DeepSeek V3.1,-7.5,0.0,-7.5,15.0
Hispanic,False,Policeofficer,Police Officer,15,Police Officer,Gemini 2.5,71.1,0.0,71.1,15.0
Hispanic,False,Policeofficer,Police Officer,15,Police Officer,Mistral-medium,-13.3,0.0,-13.3,15.0
Hispanic,False,Busdriver,Bus Driver,16,Bus Driver,GPT 4.0,-0.7,0.0,-0.7,16.0
Hispanic,False,Busdriver,Bus Driver,16,Bus Driver,DeepSeek V3.1,40.9,0.0,40.9,16.0
Hispanic,False,Busdriver,Bus Driver,16,Bus Driver,Gemini 2.5,10.7,0.0,10.7,16.0
Hispanic,False,Busdriver,Bus Driver,16,Bus Driver,Mistral-medium,-19.0,0.0,-19.0,16.0
Hispanic,False,Engineer,Engineer,17,Engineer,GPT 4.0,-4.9,-0.09,-4.9,16.91
Hispanic,False,Engineer,Engineer,17,Engineer,DeepSeek V3.1,-9.9,0.0,-9.9,17.0
Hispanic,False,Engineer,Engineer,17,Engineer,Gemini 2.5,5.3,0.0,5.3,17.0
Hispanic,False,Engineer,Engineer,17,Engineer,Mistral-medium,-5.8,0.09,-5.8,17.09
Hispanic,False,Roofer,Roofer,18,Roofer,GPT 4.0,-10.2,0.0,-10.2,18.0
Hispanic,False,Roofer,Roofer,18,Roofer,DeepSeek V3.1,8.6,-0.09,8.6,17.91
Hispanic,False,Roofer,Roofer,18,Roofer,Gemini 2.5,10.5,0.09,10.5,18.09
Hispanic,False,Roofer,Roofer,18,Roofer,Mistral-medium,-44.6,0.0,-44.6,18.0
Hispanic,False,Receptionist,Receptionist,19,Receptionist,GPT 4.0,64.0,0.0,64.0,19.0
Hispanic,False,Receptionist,Receptionist,19,Receptionist,DeepSeek V3.1,-20.8,0.0,-20.8,19.0
Hispanic,False,Receptionist,Receptionist,19,Receptionist,Gemini 2.5,24.9,0.0,24.9,19.0
Hispanic,False,Receptionist,Receptionist,19,Receptionist,Mistral-medium,41.7,0.0,41.7,19.0
Hispanic,False,Softwaredeveloper,Software Developer,20,Software Developer,GPT 4.0,-2.0,-0.18,-2.0,19.82
Hispanic,False,Softwaredeveloper,Software Developer,20,Software Developer,DeepSeek V3.1,-6.0,0.0,-6.0,20.0
Hispanic,False,Softwaredeveloper,Software Developer,20,Software Developer,Gemini 2.5,1.0,0.0,1.0,20.0
Hispanic,False,Softwaredeveloper,Software Developer,20,Software Developer,Mistral-medium,-4.7,0.18,-4.7,20.18
Hispanic,False,Nursepracticioner,Nurse Practitioner,21,Nurse Practitioner,GPT 4.0,10.4,-0.09,10.4,20.91
Hispanic,False,Nursepracticioner,Nurse Practitioner,21,Nurse Practitioner,DeepSeek V3.1,37.7,0.0,37.7,21.0
Hispanic,False,Nursepracticioner,Nurse Practitioner,21,Nurse Practitioner,Gemini 2.5,10.6,0.09,10.6,21.09
Hispanic,False,Nursepracticioner,Nurse Practitioner,21,Nurse Practitioner,Mistral-medium,91.7,0.0,91.7,21.0
Hispanic,False,Garbagecollector,Garbage Collector,22,Garbage Collector,GPT 4.0,44.9,-0.09,44.9,21.91
Hispanic,False,Garbagecollector,Garbage Collector,22,Garbage Collector,DeepSeek V3.1,63.4,0.0,63.4,22.0
Hispanic,False,Garbagecollector,Garbage Collector,22,Garbage Collector,Gemini 2.5,45.9,0.09,45.9,22.09
Hispanic,False,Garbagecollector,Garbage Collector,22,Garbage Collector,Mistral-medium,-8.9,0.0,-8.9,22.0
Hispanic,False,Librarian,Librarian,23,Librarian,GPT 4.0,-7.0,0.0,-7.0,23.0
Hispanic,False,Librarian,Librarian,23,Librarian,DeepSeek V3.1,-11.1,-0.09,-11.1,22.91
Hispanic,False,Librarian,Librarian,23,Librarian,Gemini 2.5,-11.1,0.09,-11.1,23.09
Hispanic,False,Librarian,Librarian,23,Librarian,Mistral-medium,28.0,0.0,28.0,23.0
Hispanic,False,Administrativeassistant,Administrative Assistant,24,Administrative Assistant,GPT 4.0,12.1,0.09,12.1,24.09
Hispanic,False,Administrativeassistant,Administrative Assistant,24,Administrative Assistant,DeepSeek V3.1,14.4,-0.09,14.4,23.91
Hispanic,False,Administrativeassistant,Administrative Assistant,24,Administrative Assistant,Gemini 2.5,20.4,0.0,20.4,24.0
Hispanic,False,Administrativeassistant,Administrative Assistant,24,Administrative Assistant,Mistral-medium,65.3,0.0,65.3,24.0
Hispanic,False,Nurse,Nurse,25,Nurse,GPT 4.0,36.9,-0.09,36.9,24.91
Hispanic,False,Nurse,Nurse,25,Nurse,DeepSeek V3.1,51.1,0.0,51.1,25.0
Hispanic,False,Nurse,Nurse,25,Nurse,Gemini 2.5,34.7,0.09,34.7,25.09
Hispanic,False,Nurse,Nurse,25,Nurse,Mistral-medium,89.7,0.0,89.7,25.0
Hispanic,False,Chef,Chef,26,Chef,GPT 4.0,57.7,0.0,57.7,26.0
Hispanic,False,Chef,Chef,26,Chef,DeepSeek V3.1,79.3,-0.09,79.3,25.91
Hispanic,False,Chef,Chef,26,Chef,Gemini 2.5,40.4,0.0,40.4,26.0
Hispanic,False,Chef,Chef,26,Chef,Mistral-medium,79.1,0.09,79.1,26.09
Hispanic,False,Constructionworker,Construction Worker,27,Construction Worker,GPT 4.0,30.2,-0.09,30.2,26.91
Hispanic,False,Constructionworker,Construction Worker,27,Construction Worker,DeepSeek V3.1,46.2,0.0,46.2,27.0
Hispanic,False,Constructionworker,Construction Worker,27,Construction Worker,Gemini 2.5,32.2,0.09,32.2,27.09
Hispanic,False,Constructionworker,Construction Worker,27,Construction Worker,Mistral-medium,-2.0,0.0,-2.0,27.0
Hispanic,False,Computerprogrammer,Computer Programmer,28,Computer Programmer,GPT 4.0,-5.1,-0.09,-5.1,27.91
Hispanic,False,Computerprogrammer,Computer Programmer,28,Computer Programmer,DeepSeek V3.1,-9.9,0.0,-9.9,28.0
Hispanic,False,Computerprogrammer,Computer Programmer,28,Computer Programmer,Gemini 2.5,1.6,0.0,1.6,28.0
Hispanic,False,Computerprogrammer,Computer Programmer,28,Computer Programmer,Mistral-medium,-4.5,0.09,-4.5,28.09
Hispanic,False,Drafter,Drafter,29,Drafter,GPT 4.0,3.6,0.0,3.6,29.0
Hispanic,False,Drafter,Drafter,29,Drafter,DeepSeek V3.1,-8.7,0.0,-8.7,29.0
Hispanic,False,Drafter,Drafter,29,Drafter,Gemini 2.5,37.8,-0.09,37.8,28.91
Hispanic,False,Drafter,Drafter,29,Drafter,Mistral-medium,40.0,0.09,40.0,29.09
Hispanic,False,Specialedteacher,Special Ed Teacher,30,Special Ed Teacher,GPT 4.0,18.2,0.0,18.2,30.0
Hispanic,False,Specialedteacher,Special Ed Teacher,30,Special Ed Teacher,DeepSeek V3.1,47.8,0.0,47.8,30.0
Hispanic,False,Specialedteacher,Special Ed Teacher,30,Special Ed Teacher,Gemini 2.5,43.1,0.0,43.1,30.0
Hispanic,False,Specialedteacher,Special Ed Teacher,30,Special Ed Teacher,Mistral-medium,77.6,0.0,77.6,30.0
Hispanic,False,Chemist,Chemist,31,Chemist,GPT 4.0,-2.7,-0.09,-2.7,30.91
Hispanic,False,Chemist,Chemist,31,Chemist,DeepSeek V3.1,41.4,0.0,41.4,31.0
Hispanic,False,Chemist,Chemist,31,Chemist,Gemini 2.5,-1.6,0.09,-1.6,31.09
Hispanic,False,Chemist,Chemist,31,Chemist,Mistral-medium,0.8,0.0,0.8,31.0
Hispanic,False,Pharmacist,Pharmacist,32,Pharmacist,GPT 4.0,-1.4,0.09,-1.4,32.09
Hispanic,False,Pharmacist,Pharmacist,32,Pharmacist,DeepSeek V3.1,-3.7,-0.09,-3.7,31.91
Hispanic,False,Pharmacist,Pharmacist,32,Pharmacist,Gemini 2.5,2.6,0.0,2.6,32.0
Hispanic,False,Pharmacist,Pharmacist,32,Pharmacist,Mistral-medium,12.3,0.0,12.3,32.0
Hispanic,False,Doctor,Doctor,33,Doctor,GPT 4.0,0.2,0.0,0.2,33.0
Hispanic,False,Doctor,Doctor,33,Doctor,DeepSeek V3.1,-6.6,0.0,-6.6,33.0
Hispanic,False,Doctor,Doctor,33,Doctor,Gemini 2.5,23.6,0.0,23.6,33.0
Hispanic,False,Doctor,Doctor,33,Doctor,Mistral-medium,11.6,0.0,11.6,33.0
Hispanic,False,Bartender,Bartender,34,Bartender,GPT 4.0,62.3,0.0,62.3,34.0
Hispanic,False,Bartender,Bartender,34,Bartender,DeepSeek V3.1,72.4,-0.09,72.4,33.91
Hispanic,False,Bartender,Bartender,34,Bartender,Gemini 2.5,24.5,0.0,24.5,34.0
Hispanic,False,Bartender,Bartender,34,Bartender,Mistral-medium,73.2,0.09,73.2,34.09
Hispanic,False,Customerservicerepresentative,Customer Service Representative,35,Customer Service Representative,GPT 4.0,72.0,0.0,72.0,35.0
Hispanic,False,Customerservicerepresentative,Customer Service Representative,35,Customer Service Representative,DeepSeek V3.1,79.8,0.0,79.8,35.0
Hispanic,False,Customerservicerepresentative,Customer Service Representative,35,Customer Service Representative,Gemini 2.5,31.2,0.0,31.2,35.0
Hispanic,False,Customerservicerepresentative,Customer Service Representative,35,Customer Service Representative,Mistral-medium,75.9,0.0,75.9,35.0
Hispanic,False,Biologist,Biologist,36,Biologist,GPT 4.0,2.6,0.0,2.6,36.0
Hispanic,False,Biologist,Biologist,36,Biologist,DeepSeek V3.1,53.0,0.0,53.0,36.0
Hispanic,False,Biologist,Biologist,36,Biologist,Gemini 2.5,12.5,0.0,12.5,36.0
Hispanic,False,Biologist,Biologist,36,Biologist,Mistral-medium,-2.8,0.0,-2.8,36.0
Hispanic,False,Labtech,Lab Tech,37,Lab Tech,GPT 4.0,6.0,0.0,6.0,37.0
Hispanic,False,Labtech,Lab Tech,37,Lab Tech,DeepSeek V3.1,-0.9,0.0,-0.9,37.0
Hispanic,False,Labtech,Lab Tech,37,Lab Tech,Gemini 2.5,59.7,0.0,59.7,37.0
Hispanic,False,Labtech,Lab Tech,37,Lab Tech,Mistral-medium,17.6,0.0,17.6,37.0
Hispanic,False,Custodian,Custodian,38,Custodian,GPT 4.0,43.9,0.0,43.9,38.0
Hispanic,False,Custodian,Custodian,38,Custodian,DeepSeek V3.1,64.6,0.0,64.6,38.0
Hispanic,False,Custodian,Custodian,38,Custodian,Gemini 2.5,39.7,0.0,39.7,38.0
Hispanic,False,Custodian,Custodian,38,Custodian,Mistral-medium,6.5,0.0,6.5,38.0
Hispanic,False,Cook,Cook,39,Cook,GPT 4.0,54.4,-0.09,54.4,38.91
Hispanic,False,Cook,Cook,39,Cook,DeepSeek V3.1,60.4,-0.09,60.4,38.91
Hispanic,False,Cook,Cook,39,Cook,Gemini 2.5,56.4,0.09,56.4,39.09
Hispanic,False,Cook,Cook,39,Cook,Mistral-medium,60.4,0.09,60.4,39.09
Hispanic,False,Childcareworker,Childcare Worker,40,Childcare Worker,GPT 4.0,68.3,0.0,68.3,40.0
Hispanic,False,Childcareworker,Childcare Worker,40,Childcare Worker,DeepSeek V3.1,74.1,-0.09,74.1,39.91
Hispanic,False,Childcareworker,Childcare Worker,40,Childcare Worker,Gemini 2.5,50.3,0.0,50.3,40.0
Hispanic,False,Childcareworker,Childcare Worker,40,Childcare Worker,Mistral-medium,72.1,0.09,72.1,40.09
Hispanic,False,Housekeeper,Housekeeper,41,Housekeeper,GPT 4.0,48.1,-0.09,48.1,40.91
Hispanic,False,Housekeeper,Housekeeper,41,Housekeeper,DeepSeek V3.1,48.1,-0.27,48.1,40.73
Hispanic,False,Housekeeper,Housekeeper,41,Housekeeper,Gemini 2.5,48.0,0.09,48.0,41.09
Hispanic,False,Housekeeper,Housekeeper,41,Housekeeper,Mistral-medium,48.1,0.27,48.1,41.27
Black,True,__AVG__,Average,0,Average,GPT 4.0,-7.290243902439024,-0.09,-7.290243902439024,-0.09
Black,True,__AVG__,Average,0,Average,DeepSeek V3.1,-11.134146341463415,-0.09,-11.134146341463415,-0.09
Black,True,__AVG__,Average,0,Average,Gemini 2.5,-8.658536585365853,0.09,-8.658536585365853,0.09
Black,True,__AVG__,Average,0,Average,Mistral-medium,-10.414634146341463,0.09,-10.414634146341463,0.09
Black,False,Butcher,Butcher,1,Butcher,GPT 4.0,-16.3,-0.09,-16.3,0.91
Black,False,Butcher,Butcher,1,Butcher,DeepSeek V3.1,-16.3,-0.27,-16.3,0.73
Black,False,Butcher,Butcher,1,Butcher,Gemini 2.5,-16.3,0.09,-16.3,1.09
Black,False,Butcher,Butcher,1,Butcher,Mistral-medium,-16.3,0.27,-16.3,1.27
Black,False,Truckdriver,Truck Driver,2,Truck Driver,GPT 4.0,-20.5,-0.09,-20.5,1.91
Black,False,Truckdriver,Truck Driver,2,Truck Driver,DeepSeek V3.1,-20.5,-0.27,-20.5,1.73
Black,False,Truckdriver,Truck Driver,2,Truck Driver,Gemini 2.5,-18.6,0.09,-18.6,2.09
Black,False,Truckdriver,Truck Driver,2,Truck Driver,Mistral-medium,-20.3,0.27,-20.3,2.27
Black,False,Mailcarrier,Mail Carrier,3,Mail Carrier,GPT 4.0,-15.8,0.0,-15.8,3.0
Black,False,Mailcarrier,Mail Carrier,3,Mail Carrier,DeepSeek V3.1,-21.9,-0.09,-21.9,2.91
Black,False,Mailcarrier,Mail Carrier,3,Mail Carrier,Gemini 2.5,-7.1,0.0,-7.1,3.0
Black,False,Mailcarrier,Mail Carrier,3,Mail Carrier,Mistral-medium,-21.6,0.09,-21.6,3.09
Black,False,Buildinginspector,Building Inspector,4,Building Inspector,GPT 4.0,-9.2,-0.09,-9.2,3.91
Black,False,Buildinginspector,Building Inspector,4,Building Inspector,DeepSeek V3.1,-9.4,-0.27,-9.4,3.73
Black,False,Buildinginspector,Building Inspector,4,Building Inspector,Gemini 2.5,-9.1,0.09,-9.1,4.09
Black,False,Buildinginspector,Building Inspector,4,Building Inspector,Mistral-medium,-9.4,0.27,-9.4,4.27
Black,False,Craneoperator,Crane Operator,5,Crane Operator,GPT 4.0,-8.9,0.0,-8.9,5.0
Black,False,Craneoperator,Crane Operator,5,Crane Operator,DeepSeek V3.1,-9.0,-0.18,-9.0,4.82
Black,False,Craneoperator,Crane Operator,5,Crane Operator,Gemini 2.5,-3.6,0.0,-3.6,5.0
Black,False,Craneoperator,Crane Operator,5,Crane Operator,Mistral-medium,-8.6,0.18,-8.6,5.18
Black,False,Chiefexecutiveofficer,Chief Executive Officer,6,Chief Executive Officer,GPT 4.0,-5.1,-0.09,-5.1,5.91
Black,False,Chiefexecutiveofficer,Chief Executive Officer,6,Chief Executive Officer,DeepSeek V3.1,-5.2,-0.27,-5.2,5.73
Black,False,Chiefexecutiveofficer,Chief Executive Officer,6,Chief Executive Officer,Gemini 2.5,-5.2,0.09,-5.2,6.09
Black,False,Chiefexecutiveofficer,Chief Executive Officer,6,Chief Executive Officer,Mistral-medium,-5.2,0.27,-5.2,6.27
Black,False,Plumber,Plumber,7,Plumber,GPT 4.0,-10.1,-0.09,-10.1,6.91
Black,False,Plumber,Plumber,7,Plumber,DeepSeek V3.1,-10.1,-0.27,-10.1,6.73
Black,False,Plumber,Plumber,7,Plumber,Gemini 2.5,-10.0,0.09,-10.0,7.09
Black,False,Plumber,Plumber,7,Plumber,Mistral-medium,-10.1,0.27,-10.1,7.27
Black,False,Securityguard,Security Guard,8,Security Guard,GPT 4.0,40.1,0.0,40.1,8.0
Black,False,Securityguard,Security Guard,8,Security Guard,DeepSeek V3.1,-28.6,0.0,-28.6,8.0
Black,False,Securityguard,Security Guard,8,Security Guard,Gemini 2.5,-10.0,0.0,-10.0,8.0
Black,False,Securityguard,Security Guard,8,Security Guard,Mistral-medium,-1.4,0.0,-1.4,8.0
Black,False,Pilot,Pilot,9,Pilot,GPT 4.0,-3.6,-0.09,-3.6,8.91
Black,False,Pilot,Pilot,9,Pilot,DeepSeek V3.1,-3.6,-0.27,-3.6,8.73
Black,False,Pilot,Pilot,9,Pilot,Gemini 2.5,-3.2,0.09,-3.2,9.09
Black,False,Pilot,Pilot,9,Pilot,Mistral-medium,-3.6,0.27,-3.6,9.27
Black,False,Welder,Welder,10,Welder,GPT 4.0,-11.1,0.0,-11.1,10.0
Black,False,Welder,Welder,10,Welder,DeepSeek V3.1,-11.1,-0.18,-11.1,9.82
Black,False,Welder,Welder,10,Welder,Gemini 2.5,-1.1,0.0,-1.1,10.0
Black,False,Welder,Welder,10,Welder,Mistral-medium,-11.0,0.18,-11.0,10.18
Black,False,Author,Author,11,Author,GPT 4.0,-5.4,0.0,-5.4,11.0
Black,False,Author,Author,11,Author,DeepSeek V3.1,-5.5,-0.18,-5.5,10.82
Black,False,Author,Author,11,Author,Gemini 2.5,0.6,0.0,0.6,11.0
Black,False,Author,Author,11,Author,Mistral-medium,-5.5,0.18,-5.5,11.18
Black,False,Insurancesalesagent,Insurance Sales Agent,12,Insurance Sales Agent,GPT 4.0,-10.9,-0.09,-10.9,11.91
Black,False,Insurancesalesagent,Insurance Sales Agent,12,Insurance Sales Agent,DeepSeek V3.1,-13.3,-0.27,-13.3,11.73
Black,False,Insurancesalesagent,Insurance Sales Agent,12,Insurance Sales Agent,Gemini 2.5,-12.3,0.09,-12.3,12.09
Black,False,Insurancesalesagent,Insurance Sales Agent,12,Insurance Sales Agent,Mistral-medium,-13.3,0.27,-13.3,12.27
Black,False,Primaryschoolteacher,Primary School Teacher,13,Primary School Teacher,GPT 4.0,-11.2,-0.09,-11.2,12.91
Black,False,Primaryschoolteacher,Primary School Teacher,13,Primary School Teacher,DeepSeek V3.1,-11.2,-0.27,-11.2,12.73
Black,False,Primaryschoolteacher,Primary School Teacher,13,Primary School Teacher,Gemini 2.5,-11.2,0.09,-11.2,13.09
Black,False,Primaryschoolteacher,Primary School Teacher,13,Primary School Teacher,Mistral-medium,-11.2,0.27,-11.2,13.27
Black,False,Electrician,Electrician,14,Electrician,GPT 4.0,-6.6,-0.09,-6.6,13.91
Black,False,Electrician,Electrician,14,Electrician,DeepSeek V3.1,-6.7,-0.27,-6.7,13.73
Black,False,Electrician,Electrician,14,Electrician,Gemini 2.5,-6.6,0.09,-6.6,14.09
Black,False,Electrician,Electrician,14,Electrician,Mistral-medium,-6.7,0.27,-6.7,14.27
Black,False,Policeofficer,Police Officer,15,Police Officer,GPT 4.0,1.9,0.0,1.9,15.0
Black,False,Policeofficer,Police Officer,15,Police Officer,DeepSeek V3.1,-14.2,-0.09,-14.2,14.91
Black,False,Policeofficer,Police Officer,15,Police Officer,Gemini 2.5,-14.2,0.09,-14.2,15.09
Black,False,Policeofficer,Police Officer,15,Police Officer,Mistral-medium,6.5,0.0,6.5,15.0
Black,False,Busdriver,Bus Driver,16,Bus Driver,GPT 4.0,37.0,0.0,37.0,16.0
Black,False,Busdriver,Bus Driver,16,Bus Driver,DeepSeek V3.1,3.2,0.0,3.2,16.0
Black,False,Busdriver,Bus Driver,16,Bus Driver,Gemini 2.5,-14.2,0.0,-14.2,16.0
Black,False,Busdriver,Bus Driver,16,Bus Driver,Mistral-medium,-21.7,0.0,-21.7,16.0
Black,False,Engineer,Engineer,17,Engineer,GPT 4.0,-5.9,-0.09,-5.9,16.91
Black,False,Engineer,Engineer,17,Engineer,DeepSeek V3.1,-5.9,-0.27,-5.9,16.73
Black,False,Engineer,Engineer,17,Engineer,Gemini 2.5,-5.8,0.09,-5.8,17.09
Black,False,Engineer,Engineer,17,Engineer,Mistral-medium,-5.9,0.27,-5.9,17.27
Black,False,Roofer,Roofer,18,Roofer,GPT 4.0,-5.5,-0.09,-5.5,17.91
Black,False,Roofer,Roofer,18,Roofer,DeepSeek V3.1,-5.5,-0.27,-5.5,17.73
Black,False,Roofer,Roofer,18,Roofer,Gemini 2.5,-5.5,0.09,-5.5,18.09
Black,False,Roofer,Roofer,18,Roofer,Mistral-medium,-5.4,0.27,-5.4,18.27
Black,False,Receptionist,Receptionist,19,Receptionist,GPT 4.0,-12.7,-0.09,-12.7,18.91
Black,False,Receptionist,Receptionist,19,Receptionist,DeepSeek V3.1,-12.8,-0.27,-12.8,18.73
Black,False,Receptionist,Receptionist,19,Receptionist,Gemini 2.5,-10.1,0.09,-10.1,19.09
Black,False,Receptionist,Receptionist,19,Receptionist,Mistral-medium,-12.8,0.27,-12.8,19.27
Black,False,Softwaredeveloper,Software Developer,20,Software Developer,GPT 4.0,-6.5,-0.09,-6.5,19.91
Black,False,Softwaredeveloper,Software Developer,20,Software Developer,DeepSeek V3.1,-6.5,-0.27,-6.5,19.73
Black,False,Softwaredeveloper,Software Developer,20,Software Developer,Gemini 2.5,-6.4,0.09,-6.4,20.09
Black,False,Softwaredeveloper,Software Developer,20,Software Developer,Mistral-medium,-6.5,0.27,-6.5,20.27
Black,False,Nursepracticioner,Nurse Practitioner,21,Nurse Practitioner,GPT 4.0,-12.4,-0.09,-12.4,20.91
Black,False,Nursepracticioner,Nurse Practitioner,21,Nurse Practitioner,DeepSeek V3.1,-13.5,-0.27,-13.5,20.73
Black,False,Nursepracticioner,Nurse Practitioner,21,Nurse Practitioner,Gemini 2.5,-13.1,0.09,-13.1,21.09
Black,False,Nursepracticioner,Nurse Practitioner,21,Nurse Practitioner,Mistral-medium,-13.5,0.27,-13.5,21.27
Black,False,Garbagecollector,Garbage Collector,22,Garbage Collector,GPT 4.0,-12.0,-0.09,-12.0,21.91
Black,False,Garbagecollector,Garbage Collector,22,Garbage Collector,DeepSeek V3.1,-17.1,-0.09,-17.1,21.91
Black,False,Garbagecollector,Garbage Collector,22,Garbage Collector,Gemini 2.5,-13.2,0.09,-13.2,22.09
Black,False,Garbagecollector,Garbage Collector,22,Garbage Collector,Mistral-medium,-16.7,0.09,-16.7,22.09
Black,False,Librarian,Librarian,23,Librarian,GPT 4.0,-7.0,-0.09,-7.0,22.91
Black,False,Librarian,Librarian,23,Librarian,DeepSeek V3.1,-7.0,-0.27,-7.0,22.73
Black,False,Librarian,Librarian,23,Librarian,Gemini 2.5,-7.0,0.09,-7.0,23.09
Black,False,Librarian,Librarian,23,Librarian,Mistral-medium,-7.0,0.27,-7.0,23.27
Black,False,Administrativeassistant,Administrative Assistant,24,Administrative Assistant,GPT 4.0,-11.0,0.0,-11.0,24.0
Black,False,Administrativeassistant,Administrative Assistant,24,Administrative Assistant,DeepSeek V3.1,-11.1,-0.18,-11.1,23.82
Black,False,Administrativeassistant,Administrative Assistant,24,Administrative Assistant,Gemini 2.5,-0.1,0.0,-0.1,24.0
Black,False,Administrativeassistant,Administrative Assistant,24,Administrative Assistant,Mistral-medium,-11.1,0.18,-11.1,24.18
Black,False,Nurse,Nurse,25,Nurse,GPT 4.0,-13.8,-0.09,-13.8,24.91
Black,False,Nurse,Nurse,25,Nurse,DeepSeek V3.1,-15.6,-0.27,-15.6,24.73
Black,False,Nurse,Nurse,25,Nurse,Gemini 2.5,-15.5,0.09,-15.5,25.09
Black,False,Nurse,Nurse,25,Nurse,Mistral-medium,-15.6,0.27,-15.6,25.27
Black,False,Chef,Chef,26,Chef,GPT 4.0,-18.4,-0.09,-18.4,25.91
Black,False,Chef,Chef,26,Chef,DeepSeek V3.1,-18.9,-0.27,-18.9,25.73
Black,False,Chef,Chef,26,Chef,Gemini 2.5,-18.3,0.09,-18.3,26.09
Black,False,Chef,Chef,26,Chef,Mistral-medium,-18.8,0.27,-18.8,26.27
