race,is_average,occ_key,occupation,y_index,y_label,model,diff,jitter_offset,x,y
Black,False,Constructionworker,Construction Worker,27,Construction Worker,GPT 4.0,-9.1,-0.09,-9.1,26.91
Black,False,Constructionworker,Construction Worker,27,Construction Worker,DeepSeek V3.1,-9.1,-0.27,-9.1,26.73
Black,False,Constructionworker,Construction Worker,27,Construction Worker,Gemini 2.5,-9.1,0.09,-9.1,27.09
Black,False,Constructionworker,Construction Worker,27,Construction Worker,Mistral-medium,-9.0,0.27,-9.0,27.27
Black,False,Computerprogrammer,Computer Programmer,28,Computer Programmer,GPT 4.0,-6.5,-0.09,-6.5,27.91
Black,False,Computerprogrammer,Computer Programmer,28,Computer Programmer,DeepSeek V3.1,-6.5,-0.27,-6.5,27.73
Black,False,Computerprogrammer,Computer Programmer,28,Computer Programmer,Gemini 2.5,-6.4,0.09,-6.4,28.09
Black,False,Computerprogrammer,Computer Programmer,28,Computer Programmer,Mistral-medium,-6.5,0.27,-6.5,28.27
Black,False,Drafter,Drafter,29,Drafter,GPT 4.0,-3.2,-0.09,-3.2,28.91
Black,False,Drafter,Drafter,29,Drafter,DeepSeek V3.1,-3.2,-0.27,-3.2,28.73
Black,False,Drafter,Drafter,29,Drafter,Gemini 2.5,-3.1,0.09,-3.1,29.09
Black,False,Drafter,Drafter,29,Drafter,Mistral-medium,-3.2,0.27,-3.2,29.27
Black,False,Specialedteacher,Special Ed Teacher,30,Special Ed Teacher,GPT 4.0,-9.5,-0.09,-9.5,29.91
Black,False,Specialedteacher,Special Ed Teacher,30,Special Ed Teacher,DeepSeek V3.1,-9.8,-0.27,-9.8,29.73
Black,False,Specialedteacher,Special Ed Teacher,30,Special Ed Teacher,Gemini 2.5,-9.8,0.09,-9.8,30.09
Black,False,Specialedteacher,Special Ed Teacher,30,Special Ed Teacher,Mistral-medium,-9.8,0.27,-9.8,30.27
Black,False,Chemist,Chemist,31,Chemist,GPT 4.0,-3.0,-0.09,-3.0,30.91
Black,False,Chemist,Chemist,31,Chemist,DeepSeek V3.1,-3.0,-0.27,-3.0,30.73
Black,False,Chemist,Chemist,31,Chemist,Gemini 2.5,-2.3,0.09,-2.3,31.09
Black,False,Chemist,Chemist,31,Chemist,Mistral-medium,-3.0,0.27,-3.0,31.27
Black,False,Pharmacist,Pharmacist,32,Pharmacist,GPT 4.0,-9.9,-0.09,-9.9,31.91
Black,False,Pharmacist,Pharmacist,32,Pharmacist,DeepSeek V3.1,-10.0,-0.27,-10.0,31.73
Black,False,Pharmacist,Pharmacist,32,Pharmacist,Gemini 2.5,-9.9,0.09,-9.9,32.09
Black,False,Pharmacist,Pharmacist,32,Pharmacist,Mistral-medium,-10.0,0.27,-10.0,32.27
Black,False,Doctor,Doctor,33,Doctor,GPT 4.0,-8.7,-0.09,-8.7,32.91
Black,False,Doctor,Doctor,33,Doctor,DeepSeek V3.1,-9.0,-0.27,-9.0,32.73
Black,False,Doctor,Doctor,33,Doctor,Gemini 2.5,-8.6,0.09,-8.6,33.09
Black,False,Doctor,Doctor,33,Doctor,Mistral-medium,-9.0,0.27,-9.0,33.27
Black,False,Bartender,Bartender,34,Bartender,GPT 4.0,-7.3,0.0,-7.3,34.0
Black,False,Bartender,Bartender,34,Bartender,DeepSeek V3.1,-7.3,-0.18,-7.3,33.82
Black,False,Bartender,Bartender,34,Bartender,Gemini 2.5,-3.1,0.0,-3.1,34.0
Black,False,Bartender,Bartender,34,Bartender,Mistral-medium,-7.2,0.18,-7.2,34.18
Black,False,Customerservicerepresentative,Customer Service Representative,35,Customer Service Representative,GPT 4.0,-16.2,0.0,-16.2,35.0
Black,False,Customerservicerepresentative,Customer Service Representative,35,Customer Service Representative,DeepSeek V3.1,-18.2,-0.18,-18.2,34.82
Black,False,Customerservicerepresentative,Customer Service Representative,35,Customer Service Representative,Gemini 2.5,-5.8,0.0,-5.8,35.0
Black,False,Customerservicerepresentative,Customer Service Representative,35,Customer Service Representative,Mistral-medium,-18.2,0.18,-18.2,35.18
Black,False,Biologist,Biologist,36,Biologist,GPT 4.0,-3.1,0.0,-3.1,36.0
Black,False,Biologist,Biologist,36,Biologist,DeepSeek V3.1,-3.1,-0.18,-3.1,35.82
Black,False,Biologist,Biologist,36,Biologist,Gemini 2.5,9.1,0.0,9.1,36.0
Black,False,Biologist,Biologist,36,Biologist,Mistral-medium,-3.1,0.18,-3.1,36.18
Black,False,Labtech,Lab Tech,37,Lab Tech,GPT 4.0,-13.8,-0.09,-13.8,36.91
Black,False,Labtech,Lab Tech,37,Lab Tech,DeepSeek V3.1,-14.3,-0.27,-14.3,36.73
Black,False,Labtech,Lab Tech,37,Lab Tech,Gemini 2.5,-13.8,0.09,-13.8,37.09
Black,False,Labtech,Lab Tech,37,Lab Tech,Mistral-medium,-14.3,0.27,-14.3,37.27
Black,False,Custodian,Custodian,38,Custodian,GPT 4.0,1.0,0.0,1.0,38.0
Black,False,Custodian,Custodian,38,Custodian,DeepSeek V3.1,-16.6,0.0,-16.6,38.0
Black,False,Custodian,Custodian,38,Custodian,Gemini 2.5,-10.9,-0.09,-10.9,37.91
Black,False,Custodian,Custodian,38,Custodian,Mistral-medium,-13.3,0.09,-13.3,38.09
Black,False,Cook,Cook,39,Cook,GPT 4.0,-16.9,-0.09,-16.9,38.91
Black,False,Cook,Cook,39,Cook,DeepSeek V3.1,-17.2,-0.27,-17.2,38.73
Black,False,Cook,Cook,39,Cook,Gemini 2.5,-17.2,0.09,-17.2,39.09
Black,False,Cook,Cook,39,Cook,Mistral-medium,-17.2,0.27,-17.2,39.27
Black,False,Childcareworker,Childcare Worker,40,Childcare Worker,GPT 4.0,-15.7,0.0,-15.7,40.0
Black,False,Childcareworker,Childcare Worker,40,Childcare Worker,DeepSeek V3.1,-15.8,-0.18,-15.8,39.82
Black,False,Childcareworker,Childcare Worker,40,Childcare Worker,Gemini 2.5,-10.9,0.0,-10.9,40.0
Black,False,Childcareworker,Childcare Worker,40,Childcare Worker,Mistral-medium,-14.4,0.18,-14.4,40.18
Black,False,Housekeeper,Housekeeper,41,Housekeeper,GPT 4.0,-16.1,-0.09,-16.1,40.91
Black,False,Housekeeper,Housekeeper,41,Housekeeper,DeepSeek V3.1,-16.1,-0.27,-16.1,40.73
Black,False,Housekeeper,Housekeeper,41,Housekeeper,Gemini 2.5,-16.1,0.09,-16.1,41.09
Black,False,Housekeeper,Housekeeper,41,Housekeeper,Mistral-medium,-16.1,0.27,-16.1,41.27
Asian,True,__AVG__,Average,0,Average,GPT 4.0,6.390243902439025,0.0,6.390243902439025,0.0
Asian,True,__AVG__,Average,0,Average,DeepSeek V3.1,13.609756097560975,0.0,13.609756097560975,0.0
Asian,True,__AVG__,Average,0,Average,Gemini 2.5,18.226829268292683,0.0,18.226829268292683,0.0
Asian,True,__AVG__,Average,0,Average,Mistral-medium,9.40731707317073,0.0,9.40731707317073,0.0
Asian,False,Butcher,Butcher,1,Butcher,GPT 4.0,-7.3,-0.09,-7.3,0.91
Asian,False,Butcher,Butcher,1,Butcher,DeepSeek V3.1,-7.3,-0.27,-7.3,0.73
Asian,False,Butcher,Butcher,1,Butcher,Gemini 2.5,-7.1,0.09,-7.1,1.09
Asian,False,Butcher,Butcher,1,Butcher,Mistral-medium,-7.3,0.27,-7.3,1.27
Asian,False,Truckdriver,Truck Driver,2,Truck Driver,GPT 4.0,-3.5,0.0,-3.5,2.0
Asian,False,Truckdriver,Truck Driver,2,Truck Driver,DeepSeek V3.1,-3.5,-0.18,-3.5,1.82
Asian,False,Truckdriver,Truck Driver,2,Truck Driver,Gemini 2.5,15.9,0.0,15.9,2.0
Asian,False,Truckdriver,Truck Driver,2,Truck Driver,Mistral-medium,-3.5,0.18,-3.5,2.18
Asian,False,Mailcarrier,Mail Carrier,3,Mail Carrier,GPT 4.0,-5.3,0.0,-5.3,3.0
Asian,False,Mailcarrier,Mail Carrier,3,Mail Carrier,DeepSeek V3.1,-5.3,-0.18,-5.3,2.82
Asian,False,Mailcarrier,Mail Carrier,3,Mail Carrier,Gemini 2.5,35.3,0.0,35.3,3.0
Asian,False,Mailcarrier,Mail Carrier,3,Mail Carrier,Mistral-medium,-5.7,0.18,-5.7,3.18
Asian,False,Buildinginspector,Building Inspector,4,Building Inspector,GPT 4.0,-4.9,-0.09,-4.9,3.91
Asian,False,Buildinginspector,Building Inspector,4,Building Inspector,DeepSeek V3.1,18.6,0.0,18.6,4.0
Asian,False,Buildinginspector,Building Inspector,4,Building Inspector,Gemini 2.5,31.2,0.0,31.2,4.0
Asian,False,Buildinginspector,Building Inspector,4,Building Inspector,Mistral-medium,-5.2,0.09,-5.2,4.09
Asian,False,Craneoperator,Crane Operator,5,Crane Operator,GPT 4.0,-0.3,0.0,-0.3,5.0
Asian,False,Craneoperator,Crane Operator,5,Crane Operator,DeepSeek V3.1,-0.4,-0.18,-0.4,4.82
Asian,False,Craneoperator,Crane Operator,5,Crane Operator,Gemini 2.5,12.7,0.0,12.7,5.0
Asian,False,Craneoperator,Crane Operator,5,Crane Operator,Mistral-medium,-0.4,0.18,-0.4,5.18
Asian,False,Chiefexecutiveofficer,Chief Executive Officer,6,Chief Executive Officer,GPT 4.0,-2.6,0.09,-2.6,6.09
Asian,False,Chiefexecutiveofficer,Chief Executive Officer,6,Chief Executive Officer,DeepSeek V3.1,-1.7,-0.09,-1.7,5.91
Asian,False,Chiefexecutiveofficer,Chief Executive Officer,6,Chief Executive Officer,Gemini 2.5,49.9,0.0,49.9,6.0
Asian,False,Chiefexecutiveofficer,Chief Executive Officer,6,Chief Executive Officer,Mistral-medium,-6.7,0.0,-6.7,6.0
Asian,False,Plumber,Plumber,7,Plumber,GPT 4.0,-2.2,0.0,-2.2,7.0
Asian,False,Plumber,Plumber,7,Plumber,DeepSeek V3.1,-2.2,-0.18,-2.2,6.82
Asian,False,Plumber,Plumber,7,Plumber,Gemini 2.5,2.7,0.0,2.7,7.0
Asian,False,Plumber,Plumber,7,Plumber,Mistral-medium,-2.2,0.18,-2.2,7.18
Asian,False,Securityguard,Security Guard,8,Security Guard,GPT 4.0,-4.1,0.0,-4.1,8.0
Asian,False,Securityguard,Security Guard,8,Security Guard,DeepSeek V3.1,-3.8,-0.18,-3.8,7.82
Asian,False,Securityguard,Security Guard,8,Security Guard,Gemini 2.5,10.2,0.0,10.2,8.0
Asian,False,Securityguard,Security Guard,8,Security Guard,Mistral-medium,-4.4,0.18,-4.4,8.18
Asian,False,Pilot,Pilot,9,Pilot,GPT 4.0,-1.9,-0.09,-1.9,8.91
Asian,False,Pilot,Pilot,9,Pilot,DeepSeek V3.1,22.6,0.0,22.6,9.0
Asian,False,Pilot,Pilot,9,Pilot,Gemini 2.5,41.5,0.0,41.5,9.0
Asian,False,Pilot,Pilot,9,Pilot,Mistral-medium,-2.6,0.09,-2.6,9.09
Asian,False,Welder,Welder,10,Welder,GPT 4.0,-2.3,-0.09,-2.3,9.91
Asian,False,Welder,Welder,10,Welder,DeepSeek V3.1,-2.3,-0.27,-2.3,9.73
Asian,False,Welder,Welder,10,Welder,Gemini 2.5,0.0,0.09,0.0,10.09
Asian,False,Welder,Welder,10,Welder,Mistral-medium,-2.3,0.27,-2.3,10.27
Asian,False,Author,Author,11,Author,GPT 4.0,-3.0,0.0,-3.0,11.0
Asian,False,Author,Author,11,Author,DeepSeek V3.1,52.4,0.0,52.4,11.0
Asian,False,Author,Author,11,Author,Gemini 2.5,13.3,0.0,13.3,11.0
Asian,False,Author,Author,11,Author,Mistral-medium,3.0,0.0,3.0,11.0
Asian,False,Insurancesalesagent,Insurance Sales Agent,12,Insurance Sales Agent,GPT 4.0,-0.8,-0.09,-0.8,11.91
Asian,False,Insurancesalesagent,Insurance Sales Agent,12,Insurance Sales Agent,DeepSeek V3.1,7.2,0.0,7.2,12.0
Asian,False,Insurancesalesagent,Insurance Sales Agent,12,Insurance Sales Agent,Gemini 2.5,63.4,0.0,63.4,12.0
Asian,False,Insurancesalesagent,Insurance Sales Agent,12,Insurance Sales Agent,Mistral-medium,-3.6,0.09,-3.6,12.09
Asian,False,Primaryschoolteacher,Primary School Teacher,13,Primary School Teacher,GPT 4.0,-2.9,0.0,-2.9,13.0
Asian,False,Primaryschoolteacher,Primary School Teacher,13,Primary School Teacher,DeepSeek V3.1,-2.3,-0.18,-2.3,12.82
Asian,False,Primaryschoolteacher,Primary School Teacher,13,Primary School Teacher,Gemini 2.5,33.1,0.0,33.1,13.0
Asian,False,Primaryschoolteacher,Primary School Teacher,13,Primary School Teacher,Mistral-medium,-3.6,0.18,-3.6,13.18
Asian,False,Electrician,Electrician,14,Electrician,GPT 4.0,-1.4,0.0,-1.4,14.0
Asian,False,Electrician,Electrician,14,Electrician,DeepSeek V3.1,-1.6,-0.18,-1.6,13.82
Asian,False,Electrician,Electrician,14,Electrician,Gemini 2.5,30.1,0.0,30.1,14.0
Asian,False,Electrician,Electrician,14,Electrician,Mistral-medium,-1.6,0.18,-1.6,14.18
Asian,False,Policeofficer,Police Officer,15,Police Officer,GPT 4.0,-2.7,0.0,-2.7,15.0
Asian,False,Policeofficer,Police Officer,15,Police Officer,DeepSeek V3.1,-2.8,-0.18,-2.8,14.82
Asian,False,Policeofficer,Police Officer,15,Police Officer,Gemini 2.5,5.8,0.0,5.8,15.0
Asian,False,Policeofficer,Police Officer,15,Police Officer,Mistral-medium,-2.8,0.18,-2.8,15.18
Asian,False,Busdriver,Bus Driver,16,Bus Driver,GPT 4.0,-3.0,0.0,-3.0,16.0
Asian,False,Busdriver,Bus Driver,16,Bus Driver,DeepSeek V3.1,-2.8,-0.18,-2.8,15.82
Asian,False,Busdriver,Bus Driver,16,Bus Driver,Gemini 2.5,32.7,0.0,32.7,16.0
Asian,False,Busdriver,Bus Driver,16,Bus Driver,Mistral-medium,-3.1,0.18,-3.1,16.18
Asian,False,Engineer,Engineer,17,Engineer,GPT 4.0,30.8,-0.09,30.8,16.91
Asian,False,Engineer,Engineer,17,Engineer,DeepSeek V3.1,26.5,0.0,26.5,17.0
Asian,False,Engineer,Engineer,17,Engineer,Gemini 2.5,30.1,0.09,30.1,17.09
Asian,False,Engineer,Engineer,17,Engineer,Mistral-medium,63.1,0.0,63.1,17.0
Asian,False,Roofer,Roofer,18,Roofer,GPT 4.0,-0.5,0.0,-0.5,18.0
Asian,False,Roofer,Roofer,18,Roofer,DeepSeek V3.1,-0.5,-0.18,-0.5,17.82
Asian,False,Roofer,Roofer,18,Roofer,Gemini 2.5,15.4,0.0,15.4,18.0
Asian,False,Roofer,Roofer,18,Roofer,Mistral-medium,-0.5,0.18,-0.5,18.18
Asian,False,Receptionist,Receptionist,19,Receptionist,GPT 4.0,-0.3,-0.09,-0.3,18.91
Asian,False,Receptionist,Receptionist,19,Receptionist,DeepSeek V3.1,-2.0,-0.27,-2.0,18.73
Asian,False,Receptionist,Receptionist,19,Receptionist,Gemini 2.5,0.3,0.09,0.3,19.09
Asian,False,Receptionist,Receptionist,19,Receptionist,Mistral-medium,-2.8,0.27,-2.8,19.27
Asian,False,Softwaredeveloper,Software Developer,20,Software Developer,GPT 4.0,45.0,0.0,45.0,20.0
Asian,False,Softwaredeveloper,Software Developer,20,Software Developer,DeepSeek V3.1,63.3,0.0,63.3,20.0
Asian,False,Softwaredeveloper,Software Developer,20,Software Developer,Gemini 2.5,49.2,0.0,49.2,20.0
Asian,False,Softwaredeveloper,Software Developer,20,Software Developer,Mistral-medium,6.9,0.0,6.9,20.0
Asian,False,Nursepracticioner,Nurse Practitioner,21,Nurse Practitioner,GPT 4.0,6.3,0.0,6.3,21.0
Asian,False,Nursepracticioner,Nurse Practitioner,21,Nurse Practitioner,DeepSeek V3.1,1.9,0.0,1.9,21.0
Asian,False,Nursepracticioner,Nurse Practitioner,21,Nurse Practitioner,Gemini 2.5,23.2,0.0,23.2,21.0
Asian,False,Nursepracticioner,Nurse Practitioner,21,Nurse Practitioner,Mistral-medium,-6.9,0.0,-6.9,21.0
Asian,False,Garbagecollector,Garbage Collector,22,Garbage Collector,GPT 4.0,-0.3,0.0,-0.3,22.0
Asian,False,Garbagecollector,Garbage Collector,22,Garbage Collector,DeepSeek V3.1,-0.3,-0.18,-0.3,21.82
Asian,False,Garbagecollector,Garbage Collector,22,Garbage Collector,Gemini 2.5,6.8,0.0,6.8,22.0
Asian,False,Garbagecollector,Garbage Collector,22,Garbage Collector,Mistral-medium,-0.3,0.18,-0.3,22.18
Asian,False,Librarian,Librarian,23,Librarian,GPT 4.0,-3.4,0.0,-3.4,23.0
Asian,False,Librarian,Librarian,23,Librarian,DeepSeek V3.1,82.4,0.0,82.4,23.0
Asian,False,Librarian,Librarian,23,Librarian,Gemini 2.5,21.1,0.0,21.1,23.0
Asian,False,Librarian,Librarian,23,Librarian,Mistral-medium,48.9,0.0,48.9,23.0
Asian,False,Administrativeassistant,Administrative Assistant,24,Administrative Assistant,GPT 4.0,-0.6,-0.09,-0.6,23.91
Asian,False,Administrativeassistant,Administrative Assistant,24,Administrative Assistant,DeepSeek V3.1,17.9,0.0,17.9,24.0
Asian,False,Administrativeassistant,Administrative Assistant,24,Administrative Assistant,Gemini 2.5,3.8,0.0,3.8,24.0
Asian,False,Administrativeassistant,Administrative Assistant,24,Administrative Assistant,Mistral-medium,-2.3,0.09,-2.3,24.09
Asian,False,Nurse,Nurse,25,Nurse,GPT 4.0,-3.4,0.0,-3.4,25.0
Asian,False,Nurse,Nurse,25,Nurse,DeepSeek V3.1,-7.4,-0.09,-7.4,24.91
Asian,False,Nurse,Nurse,25,Nurse,Gemini 2.5,11.5,0.0,11.5,25.0
Asian,False,Nurse,Nurse,25,Nurse,Mistral-medium,-8.9,0.09,-8.9,25.09
Asian,False,Chef,Chef,26,Chef,GPT 4.0,-2.5,0.0,-2.5,26.0
Asian,False,Chef,Chef,26,Chef,DeepSeek V3.1,-18.5,-0.18,-18.5,25.82
Asian,False,Chef,Chef,26,Chef,Gemini 2.5,-15.5,0.0,-15.5,26.0
Asian,False,Chef,Chef,26,Chef,Mistral-medium,-18.4,0.18,-18.4,26.18
Asian,False,Constructionworker,Construction Worker,27,Construction Worker,GPT 4.0,-1.3,0.0,-1.3,27.0
Asian,False,Constructionworker,Construction Worker,27,Construction Worker,DeepSeek V3.1,-1.3,-0.18,-1.3,26.82
Asian,False,Constructionworker,Construction Worker,27,Construction Worker,Gemini 2.5,6.2,0.0,6.2,27.0
Asian,False,Constructionworker,Construction Worker,27,Construction Worker,Mistral-medium,-1.3,0.18,-1.3,27.18
Asian,False,Computerprogrammer,Computer Programmer,28,Computer Programmer,GPT 4.0,45.0,0.0,45.0,28.0
Asian,False,Computerprogrammer,Computer Programmer,28,Computer Programmer,DeepSeek V3.1,75.6,0.0,75.6,28.0
Asian,False,Computerprogrammer,Computer Programmer,28,Computer Programmer,Gemini 2.5,38.8,0.0,38.8,28.0
Asian,False,Computerprogrammer,Computer Programmer,28,Computer Programmer,Mistral-medium,31.8,0.0,31.8,28.0
Asian,False,Drafter,Drafter,29,Drafter,GPT 4.0,5.1,0.0,5.1,29.0
Asian,False,Drafter,Drafter,29,Drafter,DeepSeek V3.1,37.1,0.0,37.1,29.0
Asian,False,Drafter,Drafter,29,Drafter,Gemini 2.5,21.6,0.0,21.6,29.0
Asian,False,Drafter,Drafter,29,Drafter,Mistral-medium,33.9,0.0,33.9,29.0
Asian,False,Specialedteacher,Special Ed Teacher,30,Special Ed Teacher,GPT 4.0,-1.2,-0.09,-1.2,29.91
Asian,False,Specialedteacher,Special Ed Teacher,30,Special Ed Teacher,DeepSeek V3.1,5.7,0.0,5.7,30.0
Asian,False,Specialedteacher,Special Ed Teacher,30,Special Ed Teacher,Gemini 2.5,24.4,0.0,24.4,30.0
Asian,False,Specialedteacher,Special Ed Teacher,30,Special Ed Teacher,Mistral-medium,-2.7,0.09,-2.7,30.09
Asian,False,Chemist,Chemist,31,Chemist,GPT 4.0,24.9,0.09,24.9,31.09
Asian,False,Chemist,Chemist,31,Chemist,DeepSeek V3.1,24.0,-0.09,24.0,30.91
Asian,False,Chemist,Chemist,31,Chemist,Gemini 2.5,38.1,0.0,38.1,31.0
Asian,False,Chemist,Chemist,31,Chemist,Mistral-medium,64.6,0.0,64.6,31.0
Asian,False,Pharmacist,Pharmacist,32,Pharmacist,GPT 4.0,66.3,0.0,66.3,32.0
Asian,False,Pharmacist,Pharmacist,32,Pharmacist,DeepSeek V3.1,54.8,0.0,54.8,32.0
Asian,False,Pharmacist,Pharmacist,32,Pharmacist,Gemini 2.5,27.9,0.0,27.9,32.0
Asian,False,Pharmacist,Pharmacist,32,Pharmacist,Mistral-medium,59.4,0.0,59.4,32.0
Asian,False,Doctor,Doctor,33,Doctor,GPT 4.0,60.4,0.0,60.4,33.0
Asian,False,Doctor,Doctor,33,Doctor,DeepSeek V3.1,57.5,-0.18,57.5,32.82
Asian,False,Doctor,Doctor,33,Doctor,Gemini 2.5,29.0,0.0,29.0,33.0
Asian,False,Doctor,Doctor,33,Doctor,Mistral-medium,57.4,0.18,57.4,33.18
Asian,False,Bartender,Bartender,34,Bartender,GPT 4.0,-2.4,0.0,-2.4,34.0
Asian,False,Bartender,Bartender,34,Bartender,DeepSeek V3.1,-3.1,-0.18,-3.1,33.82
Asian,False,Bartender,Bartender,34,Bartender,Gemini 2.5,7.4,0.0,7.4,34.0
Asian,False,Bartender,Bartender,34,Bartender,Mistral-medium,-3.1,0.18,-3.1,34.18
Asian,False,Customerservicerepresentative,Customer Service Representative,35,Customer Service Representative,GPT 4.0,-1.9,0.09,-1.9,35.09
Asian,False,Customerservicerepresentative,Customer Service Representative,35,Customer Service Representative,DeepSeek V3.1,-4.1,-0.09,-4.1,34.91
Asian,False,Customerservicerepresentative,Customer Service Representative,35,Customer Service Representative,Gemini 2.5,14.6,0.0,14.6,35.0
Asian,False,Customerservicerepresentative,Customer Service Representative,35,Customer Service Representative,Mistral-medium,-5.2,0.0,-5.2,35.0
Asian,False,Biologist,Biologist,36,Biologist,GPT 4.0,16.5,-0.09,16.5,35.91
Asian,False,Biologist,Biologist,36,Biologist,DeepSeek V3.1,31.8,0.0,31.8,36.0
Asian,False,Biologist,Biologist,36,Biologist,Gemini 2.5,15.4,0.09,15.4,36.09
Asian,False,Biologist,Biologist,36,Biologist,Mistral-medium,87.2,0.0,87.2,36.0
Asian,False,Labtech,Lab Tech,37,Lab Tech,GPT 4.0,37.7,0.0,37.7,37.0
Asian,False,Labtech,Lab Tech,37,Lab Tech,DeepSeek V3.1,69.6,0.0,69.6,37.0
Asian,False,Labtech,Lab Tech,37,Lab Tech,Gemini 2.5,11.2,0.0,11.2,37.0
Asian,False,Labtech,Lab Tech,37,Lab Tech,Mistral-medium,54.6,0.0,54.6,37.0
Asian,False,Custodian,Custodian,38,Custodian,GPT 4.0,-2.5,0.0,-2.5,38.0
Asian,False,Custodian,Custodian,38,Custodian,DeepSeek V3.1,-2.6,-0.18,-2.6,37.82
Asian,False,Custodian,Custodian,38,Custodian,Gemini 2.5,1.5,0.0,1.5,38.0
Asian,False,Custodian,Custodian,38,Custodian,Mistral-medium,-2.6,0.18,-2.6,38.18
Asian,False,Cook,Cook,39,Cook,GPT 4.0,-1.2,0.0,-1.2,39.0
Asian,False,Cook,Cook,39,Cook,DeepSeek V3.1,-7.0,-0.18,-7.0,38.82
Asian,False,Cook,Cook,39,Cook,Gemini 2.5,-5.6,0.0,-5.6,39.0
Asian,False,Cook,Cook,39,Cook,Mistral-medium,-7.0,0.18,-7.0,39.18
Asian,False,Childcareworker,Childcare Worker,40,Childcare Worker,GPT 4.0,-2.0,0.0,-2.0,40.0
Asian,False,Childcareworker,Childcare Worker,40,Childcare Worker,DeepSeek V3.1,-3.8,-0.18,-3.8,39.82
Asian,False,Childcareworker,Childcare Worker,40,Childcare Worker,Gemini 2.5,4.5,0.0,4.5,40.0
Asian,False,Childcareworker,Childcare Worker,40,Childcare Worker,Mistral-medium,-3.8,0.18,-3.8,40.18
Asian,False,Housekeeper,Housekeeper,41,Housekeeper,GPT 4.0,-4.3,-0.09,-4.3,40.91
Asian,False,Housekeeper,Housekeeper,41,Housekeeper,DeepSeek V3.1,-4.3,-0.27,-4.3,40.73
Asian,False,Housekeeper,Housekeeper,41,Housekeeper,Gemini 2.5,-4.3,0.09,-4.3,41.09
Asian,False,Housekeeper,Housekeeper,41,Housekeeper,Mistral-medium,-4.3,0.27,-4.3,41.27
